,business_id,attributes.RestaurantsDelivery,attributes.Open24Hours,attributes.CoatCheck,attributes.DogsAllowed,postal_code,attributes.Smoking,attributes.DietaryRestrictions,attributes.GoodForKids,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.RestaurantsTableService,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Caters,attributes.BYOBCorkage,attributes.BYOB,is_open,neighborhood,attributes.Ambience,longitude,attributes.BestNights,review_count,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.Music,hours,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsAttire,hours.Sunday,hours.Saturday,hours.Friday,attributes.RestaurantsReservations,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating,city,state
13001,x-opb7leQ94LgiT9A-dUPQ,True,,,,L6J 7V7,,,True,3.5,43.4885766725,,2.0,True,,,True,"Restaurants, Asian Fusion",Celadon House,,,,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.6523213076,,18,True,,,,"{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Friday': '11:30-22:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Saturday': '16:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,,16:0-22:0,11:30-22:0,True,True,True,False,Oakville,ON
13003,BWm-6W3k2cTYWW6Fs5MNtA,True,,,True,M5V 1Z9,,,True,3.5,43.650344,none,1.0,False,,,False,"Caribbean, Food, Ethnic Food, Specialty Food, Restaurants",The Jerk Joint,,,True,,,0,Queen Street West,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.39045899999998,,65,False,,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Saturday': '11:0-21:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,,11:0-21:0,11:0-21:0,False,True,True,False,Toronto,ON
13012,WX92Wz6Bv46VMGMiv21C5w,False,,,,M4W 1A5,,,False,2.5,43.6695669793,full_bar,2.0,True,,,True,"Diners, Restaurants",The Bloor Street Diner,,True,True,,,0,Yorkville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3890393194,,96,True,,True,,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,,,,True,True,True,True,Toronto,ON
13016,-yz0XHYoG1WOUm78K0vktQ,True,,,False,L6T 1A7,,,True,3.5,43.713403899999996,beer_and_wine,2.0,True,,,True,"Restaurants, Buffets, Caterers, Food, Event Planning & Services, Indian",Kwality Sweets & Restaurants,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.68182809999998,,89,True,,True,,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Friday': '10:0-22:30', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Sunday': '10:0-22:0', 'Saturday': '10:0-22:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,10:0-22:0,10:0-22:30,10:0-22:30,True,True,False,False,Brampton,ON
13019,3_HrWm4qrzTN0gAC_CrfTQ,False,,,,M4Y 2C9,,,True,4.0,43.66604570000001,none,1.0,False,,,True,"Creperies, Breakfast & Brunch, Restaurants",Crêpe It Up,,True,False,,,1,Church-Wellesley Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3808868,,140,True,,False,,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Friday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Sunday': '8:0-23:0', 'Saturday': '8:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,8:0-23:0,8:0-23:0,7:0-23:0,False,True,True,False,Toronto,ON
13021,H5poGfDHCDMip7VYi7u8Rg,False,,,,M4G 2K2,,,True,4.0,43.711768,beer_and_wine,2.0,True,,,True,"Sushi Bars, Japanese, Restaurants",Rollian Sushi,,,True,,,1,,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.3758155,,39,True,,True,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '12:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,12:0-22:0,11:0-23:0,11:0-23:0,True,True,True,True,Toronto,ON
13023,NF6di6YcQxN0rDAleE7SyQ,False,,,False,L3T 0A2,,,True,3.5,43.841488,none,2.0,True,,,True,"Chinese, Tea Rooms, Restaurants, Taiwanese, Food, Coffee & Tea",Ten Ren's Tea,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.39135300000002,,153,True,,False,,"{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Friday': '11:0-2:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Sunday': '11:0-1:0', 'Saturday': '11:0-2:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-1:0,11:0-2:0,11:0-2:0,True,True,False,True,Thornhill,ON
13024,FuO6d7IR1ee-3Bfo-gu1HQ,False,,,,L4Y 2A6,,,True,3.0,43.6105877,full_bar,2.0,True,,,True,"Buffets, Restaurants",Imperial Buffet,,True,False,,,0,Dixie,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.5878672,,65,True,,False,,"{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Friday': '16:30-22:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Sunday': '16:30-21:0', 'Saturday': '16:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,16:30-21:0,16:30-22:0,16:30-22:0,True,True,True,False,Mississauga,ON
13027,g7jzqd_3LRClv5gUH3CiVw,,,,,L4C 6Z7,,,True,3.0,43.8456934,,2.0,True,,,True,"Restaurants, Mediterranean, Food",Rifca's Mediterranean Kitchen,,,True,,,1,,,-79.43179649999998,,34,True,,,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Saturday': '11:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,casual,,11:0-22:0,11:0-22:0,False,True,True,False,Richmond Hill,ON
13033,-W1bYeAk18xShlb6_Yb2Ig,False,,False,,M6H 1P2,outdoor,,False,2.5,43.6584817,full_bar,2.0,True,,,True,"Nightlife, Canadian (New), Restaurants, Bars, Dive Bars, Thai, American (New)",Ciro's,False,True,False,,,1,Bloordale Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4431203,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}",33,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '12:0-2:0', 'Tuesday': '12:0-2:0', 'Friday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '12:0-2:0', 'Sunday': '12:0-2:0', 'Saturday': '12:0-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-2:0,12:0-2:0,12:0-2:0,False,True,False,True,Toronto,ON
13035,M64mDfxaHtBGdn6AoTVwxg,False,,,,M4L 3Z9,,,True,4.0,43.6687257,none,1.0,False,,,True,"Food, Bakeries, Desserts, Cafes, Restaurants, Coffee & Tea",Touti Gelati and Cafe,,True,,,,1,The Beach,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3058473,,11,True,,True,,"{'Monday': '14:0-22:0', 'Tuesday': '14:0-22:0', 'Friday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '12:0-22:0'}",,free,casual,12:0-22:0,12:0-22:0,14:0-22:0,False,True,,False,Toronto,ON
13042,A8yT6LIlgRn18p1qbW9-ZA,True,,,,M5V 2L1,,,True,3.5,43.6472101935,none,2.0,False,,,True,"Restaurants, Afghan",Pamier Kabob,,,False,,,1,Entertainment District,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3954726614,,81,True,,False,,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Sunday': '12:0-0:0', 'Saturday': '12:0-0:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-0:0,12:0-0:0,11:0-0:0,False,True,True,False,Toronto,ON
13043,eaIVcOTMOeb8U2inN3UTzg,False,,,,M4K 1P3,,,True,3.5,43.67775,none,2.0,True,,,True,"Cafes, Food, Creperies, Desserts, Ice Cream & Frozen Yogurt, Restaurants",Caffe Demetre,,True,False,,,1,Greektown,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3516412,,81,True,,False,,"{'Monday': '14:0-23:0', 'Tuesday': '14:0-23:0', 'Friday': '14:0-0:0', 'Wednesday': '14:0-23:0', 'Thursday': '14:0-23:0', 'Sunday': '14:0-23:0', 'Saturday': '14:0-0:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",no,casual,14:0-23:0,14:0-0:0,14:0-0:0,False,True,True,True,Toronto,ON
13046,qOUPufwF51EhQ21TGIgBGw,False,,,,L6V 1E7,,,True,4.0,43.696892,beer_and_wine,2.0,True,,,True,"Restaurants, American (Traditional), Southern, Barbeque",RD's Southern BBQ,,,True,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.751707,,109,True,,True,,"{'Tuesday': '11:0-21:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Saturday': '11:0-22:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,11:0-22:30,11:0-22:0,False,True,True,False,Brampton,ON
13047,_JO4bxQ9hRX-42XFMlpyKA,False,,,,M2N 5X2,,,False,3.0,43.7620338,full_bar,2.0,True,,,True,"Desserts, Food, Breakfast & Brunch, American (Traditional), Restaurants, Pizza, Canadian (New)",Mirage Grill & Lounge,,True,False,,,0,Willowdale,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4109556,,45,True,,True,,"{'Monday': '9:0-1:0', 'Tuesday': '9:0-1:0', 'Friday': '9:0-2:0', 'Wednesday': '9:0-1:0', 'Thursday': '9:0-1:0', 'Sunday': '10:0-1:0', 'Saturday': '10:0-2:0'}","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,10:0-1:0,10:0-2:0,9:0-2:0,True,True,True,True,North York,ON
13049,NIPn7olHs6k3Svxy6DHUQA,False,,,,L4K 0A2,,,True,3.0,43.8223044,full_bar,3.0,True,,,True,"Steakhouses, Restaurants, Seafood",Canyon Creek,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.54214820000001,,33,True,,True,,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Friday': '12:0-23:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,12:0-22:0,12:0-23:0,12:0-23:0,True,True,False,True,Vaughan,ON
13050,I6oxEn1HT41S2GPrDKPPvA,False,,,,M1S 1T8,,,True,3.0,43.787379,full_bar,2.0,True,,,True,"Dim Sum, Seafood, Restaurants, Chinese",Perfect Chinese Restaurant,,True,False,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.270282,,228,True,,False,,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Friday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Saturday': '0:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,0:0-0:0,0:0-0:0,0:0-0:0,True,True,False,False,Scarborough,ON
13051,XUd04lS8I5KXQgn7Od0qEw,False,,,,L5V 2A8,,,True,2.5,43.598601,,1.0,,,,True,"Restaurants, Shopping, Mobile Phones, Mexican, Fast Food",Taco Bell,,,,,,0,East Credit,,-79.7114907,,10,True,,False,,,,no,casual,,,,False,True,True,False,Mississauga,ON
13054,-7XWJYkutqhIxLen7Grg1g,False,,,,L5T 2Y3,,,True,3.5,43.6373182798,beer_and_wine,2.0,True,,,True,"Sushi Bars, Restaurants",Prince Sushi,,,False,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6916705024,,95,True,,False,,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Friday': '16:30-23:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Sunday': '17:0-22:0', 'Saturday': '16:30-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,17:0-22:0,16:30-23:0,16:30-23:0,True,True,True,False,Mississauga,ON
13058,obrbOqA5Pxita02b0rcGrg,True,,,,M5B 1R8,,,True,3.0,43.657751399999995,none,1.0,False,,,True,"Italian, Chicken Wings, Restaurants, Pizza",Pizza Pizza,,,False,,,1,Ryerson,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3817333,,9,True,,True,,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Friday': '11:0-3:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-3:0', 'Sunday': '11:0-2:0', 'Saturday': '11:0-3:0'}",,free,casual,11:0-2:0,11:0-3:0,11:0-3:0,False,True,False,False,Toronto,ON
13060,BoQNv8JOx0H081xYU4V9kg,False,,,,L5T 2Y3,,,True,3.0,43.6371130115,none,1.0,False,,,True,"Halal, Food, Sandwiches, Coffee & Tea, Restaurants",Snacks n Chai Cafe,,,,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6917141877,,30,,,True,,"{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Friday': '11:0-23:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Sunday': '12:0-22:30', 'Saturday': '12:0-23:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-22:30,12:0-23:30,11:0-23:30,False,True,False,False,Mississauga,ON
13063,MPPlVchUxAKCS-Dy-tMGAg,False,,,,L4C 5G2,,,True,3.0,43.856857849499995,none,2.0,False,,,True,"Breakfast & Brunch, Salad, Bakeries, Bagels, Food, Sandwiches, Restaurants, Soup",Panera Bread,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4344568253,,51,True,,False,,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Friday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Sunday': '7:0-21:0', 'Saturday': '6:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,7:0-21:0,6:30-22:0,6:0-22:0,False,True,True,True,Richmond Hill,ON
13064,EAeTMoM3U9IK52btP1xcOg,False,,,,L6T,,,True,4.0,43.7379561,full_bar,2.0,True,,,True,"Restaurants, Asian Fusion, Mongolian",Mongo's Grill,,,False,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.70031750000003,,22,True,,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-21:0,11:0-22:0,11:0-22:0,True,True,False,True,Brampton,ON
13066,aDGp0NnKuVH3_pOCfZwqsA,True,,,,M5C 3B2,,,True,3.0,43.649044767,none,1.0,False,,,True,"Vegan, Gluten-Free, Restaurants, Pizza",Pizzaiolo,,,True,,,1,St. Lawrence,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3775595471,,29,True,,False,,"{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Friday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Sunday': '10:0-23:0', 'Saturday': '10:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,10:0-23:0,10:0-23:0,10:0-23:0,False,True,True,False,Toronto,ON
13068,WF0I9AwErfaqkPPXM98ywQ,False,,,,L3R 0A7,,,,3.5,43.8428845014,,1.0,,,,,"Food, Coffee Roasteries, Restaurants, Chinese, Coffee & Tea, Bakeries",Lucullus Bakers & Roasters,,,True,,,1,Milliken,,-79.3060396984,,87,True,,,,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Friday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Sunday': '7:0-19:0', 'Saturday': '7:0-19:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,,7:0-19:0,7:0-19:0,7:0-19:0,,True,True,False,Markham,ON
13069,9OKpMIR4rs5w9Hi6LBRhUg,False,,,,M6H 1L4,,,False,3.5,43.6617944,full_bar,2.0,True,,,True,"Burgers, Restaurants",The Black Horse,,,False,,,1,Dovercourt,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.42744990000001,,18,True,False,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,,,,True,False,True,True,Toronto,ON
13072,3D-FJxp8bsBzm3zJVqs92g,False,,,False,M5S 3B4,,,True,3.0,43.66865870000001,beer_and_wine,2.0,True,,,True,"Breakfast & Brunch, Restaurants",OverEasy Restaurant,,True,False,,,1,The Annex,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.395839,,144,True,,True,,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Friday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Sunday': '7:0-16:0', 'Saturday': '7:0-16:0'}","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,7:0-16:0,7:0-16:0,7:0-16:0,True,True,True,True,Toronto,ON
13073,oMcKvfNGX2HleFxYg1VGqg,False,,,,M5V 1H2,,,False,2.0,43.6456871,full_bar,3.0,True,,,True,"Italian, Restaurants",Buonanotte,,False,True,,,1,Entertainment District,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",-79.39049320000002,,67,True,,False,,"{'Tuesday': '17:0-23:30', 'Friday': '17:0-3:0', 'Wednesday': '17:0-23:30', 'Thursday': '17:0-23:30', 'Saturday': '17:0-3:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,dressy,,17:0-3:0,17:0-3:0,True,True,True,False,Toronto,ON
13076,5XVabANkehj7oH-Z7YZkwg,False,,,False,L3R 1M1,,,True,4.0,43.8606028139,none,2.0,False,,,False,"Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",Alchemy Coffee,,True,True,,,1,Unionville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3119999021,,350,,,False,,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Friday': '8:0-18:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Sunday': '8:0-18:0', 'Saturday': '8:0-18:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,8:0-18:0,8:0-18:0,8:0-18:0,False,True,True,False,Markham,ON
13077,oehhO64RcYeo3LCPZkGEig,True,,,,M4E 1E3,,,True,2.5,43.671760299999995,none,1.0,True,,,True,"Barbeque, Comfort Food, Restaurants, American (Traditional)",Swiss Chalet Rotisserie & Grill,,True,,,,1,The Beach,,-79.2929524,,12,True,,True,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Sunday': '11:0-21:30', 'Saturday': '11:30-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,11:0-21:30,11:30-22:0,11:30-22:0,False,True,True,False,Toronto,ON
13079,7w0UONJh5mRe0cz0ZPotfw,False,,,,M9A 1B6,,,True,4.5,43.6479256,beer_and_wine,2.0,True,,,True,"Korean, Restaurants",Taste of Korea,,,,,,0,Etobicoke,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.5292984,,17,True,,True,,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Friday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Sunday': '12:30-16:0', 'Saturday': '11:0-21:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:30-16:0,11:0-21:30,11:0-21:30,True,True,True,False,Etobicoke,ON
13080,m_rvCLB8j10NeUZPzuK1fA,True,,,,M1R 2Z5,,,True,4.5,43.7458612,none,2.0,False,,,,"Food, Desserts, Middle Eastern, Restaurants, Bakeries",Crown Pastries,,False,True,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.2927146,,14,True,,False,,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Friday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Sunday': '9:0-22:0', 'Saturday': '9:0-22:0'}","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,9:0-22:0,9:0-22:0,9:0-22:0,False,True,True,False,Toronto,ON
13084,HFPovXxiMQ451N80-E-vyQ,False,,,,M5T 2L8,,,True,4.5,43.6548489,none,1.0,False,,,False,"Restaurants, Food, Specialty Food, Imported Food, Latin American, Ethnic Food",Emporium Latino,,False,False,,,1,Kensington Market,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4019624,,58,True,,False,,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Friday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Sunday': '10:0-17:0', 'Saturday': '8:0-19:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,10:0-17:0,8:0-19:0,9:0-19:0,False,True,True,True,Toronto,ON
13088,epBpi9x8By_VhIcV5HOmDA,False,,False,,L4G 7H8,,,True,3.5,43.9860888375,full_bar,2.0,True,,,True,"Nightlife, Bars, Restaurants, American (Traditional)",State & Main,True,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4652022297,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}",50,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Friday': '11:0-1:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Sunday': '11:0-0:0', 'Saturday': '11:0-1:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,11:0-0:0,11:0-1:0,11:0-1:0,True,True,True,True,Aurora,ON
